Title,Description,Link,Published Date
The Blackening to Mean Girls: the seven best films to watch on TV this week,"<p>A funny and knowing Juneteenth-set slasher about a sinister board game, plus Tina Fey’s hilarious Plastics are still teen movie royalty</p> <a href=""https://www.theguardian.com/tv-and-radio/article/2024/may/10/the-blackening-to-mean-girls-the-seven-best-films-to-watch-on-tv-this-week"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/article/2024/may/10/the-blackening-to-mean-girls-the-seven-best-films-to-watch-on-tv-this-week,2024-05-10 08:00:07
The Big Cigar to Bridgerton: the seven best shows to stream this week,"<p>An utterly gripping drama about Black Panther Huey P Newton being smuggled to Cuba, plus Nicola Coughlan finally takes centre stage in the hit Regency romance</p> <a href=""https://www.theguardian.com/tv-and-radio/article/2024/may/10/the-big-cigar-to-bridgerton-the-seven-best-shows-to-stream-this-week"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/article/2024/may/10/the-big-cigar-to-bridgerton-the-seven-best-shows-to-stream-this-week,2024-05-10 06:00:33
You be the judge: should my girlfriend buy expensive sunglasses when she keeps losing cheap ones?,"<p>Monica loses things all the time, sunglasses especially. She thinks it’ll be different with a designer pair but Barry is not convinced. You decide whose argument is shady</p><p><a href=""https://www.theguardian.com/lifeandstyle/2021/sep/25/you-be-the-judge-send-us-your-domestic-disputes"">Find out how to get a disagreement settled or become a juror</a></p><p><em>She says I’m trying to control her, but why invest in a fancy pair if they only last five minutes?</em></p><p><em>It’s annoying to be told what to wear by&nbsp;a man. As a feminist, I reject his&nbsp;suggestions</em></p> <a href=""https://www.theguardian.com/lifeandstyle/article/2024/may/10/you-be-the-judge-should-my-girlfriend-buy-expensive-sunglasses-when-she-keeps-losing-cheap-ones"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/article/2024/may/10/you-be-the-judge-should-my-girlfriend-buy-expensive-sunglasses-when-she-keeps-losing-cheap-ones,2024-05-10 07:00:33
‘Really dystopian’: why was there no mention of Gaza at the Met Gala?,"<p>Courage of celebrities called into question as key fashion event passes devoid of political statement</p><p>As pro-Palestinian protests unfolded blocks away and Israel carried out airstrikes on Rafah, the Met Gala took place in New York on Monday evening devoid of political statement.</p><p>Attenders wore dramatic dresses made of sand or tens of thousands of crystals, had teams of helpers lug heavy trains and wore suits <a href=""https://x.com/jayrayner1/status/1787892319011635308"">akin to three-seater sofas</a>. Yet any sartorial statement about what was happening beyond the red carpet was absent. The nearby chants of protesters did nothing to pierce the vacuum.</p> <a href=""https://www.theguardian.com/fashion/article/2024/may/10/really-dystopian-why-was-there-no-mention-of-gaza-at-the-met-gala"">Continue reading...</a>",https://www.theguardian.com/fashion/article/2024/may/10/really-dystopian-why-was-there-no-mention-of-gaza-at-the-met-gala,2024-05-10 12:59:53
Wide jeans and a hoodie is a super-simple formula that works,"<p>The baggier leg shape is essential, so that the top and bottom halves mirror each other</p><p>It is useful to have a few tried-and-tested formulas you can rely on for those times when you need an outfit that just works. Think of them like the wardrobe equivalent of your go-to recipes. When you get home from work hungry, you need a few quick and easy dinner ideas in your back pocket so that when you open the&nbsp;fridge you don’t need to think too&nbsp;hard. Same goes for clothes.</p><p>Don’t get me wrong. I love to open my wardrobe with no preconceived idea of what I am going to wear and put&nbsp;an outfit together on a whim – but no way do I want to do that every day. That would be exhausting. Again, it’s a bit like making dinner. You may be a keen cook who loves to try out new recipes, but that doesn’t mean you want to be rummaging around at the back of the store cupboard for gochujang or date molasses every night. Sometimes your brain needs a&nbsp;break and you want to get dressed, or&nbsp;make dinner, on autopilot.</p> <a href=""https://www.theguardian.com/fashion/article/2024/may/10/wide-jeans-and-a-hoodie-is-a-super-simple-formula-that-works"">Continue reading...</a>",https://www.theguardian.com/fashion/article/2024/may/10/wide-jeans-and-a-hoodie-is-a-super-simple-formula-that-works,2024-05-10 09:00:09
From the Met Gala to your Instagram feed: how ugly beauty took over fashion,"<p>In this week’s newsletter: Celebs at this year’s spectacle appeared to reject standardised versions of beauty – mirroring a wider shift to experimentation. So is this the end of fake, filtered perfection?</p><p><strong>• <a href=""https://ablink.editorial.theguardian.com/ss/c/TBl-lE0k4WbTlFRn6v-lQXxTpTslqnvUsR2ofAkC00sFk0L9aJTJrdjHU0ExJtk6WDMa8WjDoNsahBLoE5d-Gqi3vdRF30ji7vrFZHdsaeJXvnKFCtkqpJ59jsUrpePsSBONuXS7EA2LpcGUtnwSTA83hoE-PIVklR9Xi2sYwDkpn1lA0Ead5qMKJA2jaoiTmI-w6LL1kBHJjePLpB-XJFL4qv_uZxXpy0igkHjXQNvLKP0no-hrsPViuCMno6Fekz4splB9owG0zBpNcOBkxuIk0JLvoJqEA2Sf-1eLsQzaodSL40Sva_1PTpYXraEpNnMGfg3xqJN_zeHkgybIrw/3xu/A4J_f-8ISHGfwcuE1bpGUQ/h63/_XqinQATO7mIhkxYAc3mjvhYkfSydnKuc01MTYyCTCU"">Don’t get Fashion Statement delivered to your inbox? Sign up to get the full article here</a></strong></p><p>When Doja Cat arrived at the Met Gala on Monday night, you’d be forgiven for thinking she had been caught in a downpour. Her dress was soaked and streaks of mascara streamed down her face. The look, which turned out to be the work of makeup artist Pat McGrath, has since gone viral.</p><p>The American rapper wasn’t the only one to veer away from traditional red carpet beauty that night. Actor Amanda Seyfried dyed her blond hair grey and, rather than the traditional red, her lips were a lurid purple, the colour of verbena. Zendaya, who walked the carpet not once but twice, wore her eyebrows so pencil-thin that they almost disappeared.</p> <a href=""https://www.theguardian.com/fashion/article/2024/may/09/fashion-statement-met-gala-trend-ugly-beauty"">Continue reading...</a>",https://www.theguardian.com/fashion/article/2024/may/09/fashion-statement-met-gala-trend-ugly-beauty,2024-05-10 11:00:06
Hot to trot: what to wear to a spring fayre,"<p>Will you make a beeline for the handicrafts, the homemade cakes or the plants? Here’s how to cut a dash at your local fete</p> <a href=""https://www.theguardian.com/fashion/gallery/2024/may/10/hot-to-trot-what-to-wear-to-a-spring-fayre"">Continue reading...</a>",https://www.theguardian.com/fashion/gallery/2024/may/10/hot-to-trot-what-to-wear-to-a-spring-fayre,2024-05-10 05:00:31
From Biggie to Nicki: the most spectacular hip-hop jewelry – in pictures,"<p>A new exhibition at the American Museum of Natural History in New York celebrates the cultural influence of hip-hop through a selection of eye-popping, custom-made jewelry, worn by stars such as Nas, Slick Rick and Tyler, the Creator. ‘It’s time to celebrate the artists, jewelers, craftsmen, and everyday people who contributed to the storied history of hip-hop jewelry,’ said guest curator Vikki Tobak. <a href=""https://www.amnh.org/exhibitions/ice-cold-hip-hop-jewelry"">Ice Cold: an Exhibition of Hip-Hop Jewelry</a> is on display until 5 January 2025</p> <a href=""https://www.theguardian.com/music/gallery/2024/may/10/ice-cold-hip-hop-jewelry-exhibit"">Continue reading...</a>",https://www.theguardian.com/music/gallery/2024/may/10/ice-cold-hip-hop-jewelry-exhibit,2024-05-10 08:26:07
Cocktail of the week: Fino at Fazenda’s Pisco & pear - recipe | The good mixer,"<p>A dash of hot sauce gives a handsome kick to this floral pear aperitif</p><p>If you like, add a subtle kick to this refreshing cocktail with a few dashes of your favourite hot sauce – a touch of peri-peri spice complements its floral and fruity flavours brilliantly. Our favourite is <a href=""https://www.quintadavo.com/piri-piri-extra-hot-sauce/"">Quinta d’Avó’s Piri-Piri Extra Forte</a>.</p><p>Michela Castiglioni, bar manager, <a href=""https://fazenda.co.uk/location/fino-bishopsgate"">Fino at Fazenda Rodizio Bar &amp; Grill, London EC2</a></p> <a href=""https://www.theguardian.com/food/article/2024/may/10/cocktail-of-the-week-fino-at-fazenda-pisco-pear-recipe"">Continue reading...</a>",https://www.theguardian.com/food/article/2024/may/10/cocktail-of-the-week-fino-at-fazenda-pisco-pear-recipe,2024-05-10 15:00:24
"Apple Butter Cafe, London W1: ‘Food to make a diabetes doctor sigh anxiously’ – restaurant review | Grace Dent on restaurants","<p>When the world isn’t particularly sweet, sometimes we all need a sharp blast of teeth-chattering, sugary goo …</p><p><a href=""https://applebuttercafe.com/"">Apple Butter Cafe</a>, which recently opened a second branch at the top of London’s Regent Street, is very much a cafe of its time. Today’s young may be eschewing the vices of yesteryear – booze, ciggies, drugs, etc – but their Achilles heel is sugar. Build a cafe that serves short stacks of chunky, fat pancakes smothered in banoffee syrup and topped with mini meringues, shards of tempered chocolate, quenelles of thick cream and microplaned lemon zest, and they will come. Post a video on TikTok of someone blowtorching said pancake stack, so the meringue browns and gives the whole hot mess a baked alaska vibe, however, and your customers will queue from 8am for the chance to make their own content next to the fake plastic trees “growing” inside the cafe.</p><p>Sugar is the most cheerily pernicious of vices. I come from a long line of bingo-winged, eccles cake-addicted Methodist women who wear smock dresses, so I am condemned by my DNA to seek out plentiful bowls of apple crumble pancakes with spiced fruit. No calories are printed on Apple Butter Cafe’s menu – not on the creme brulee french toast nor the croissant butter pudding with custard and pecan nuts. Both dishes, I suspect, would make a diabetes doctor sigh anxiously. That said, one benefit of Apple Butter Cafe’s new Langham Place branch is that it is a mere hop, skip and jump from Harley Street, though those in the medical profession may well see “hopping” as your destiny after too much vanilla cheesecake or saffron milk cake in a custardy puddle strewn with petals.</p> <a href=""https://www.theguardian.com/food/article/2024/may/10/apple-butter-cafe-london-w1-grace-dent-restaurant-review"">Continue reading...</a>",https://www.theguardian.com/food/article/2024/may/10/apple-butter-cafe-london-w1-grace-dent-restaurant-review,2024-05-10 11:00:04
Ravneet Gill’s gluten-free strawberry meringue cake – recipe | The sweet spot,"<p>A strawberry and cream sandwich cake with crushed meringue for some welcome crunch</p><p>This celebratory sponge makes everyone feel special. And, unlike the sometimes arduous task of baking a birthday cake, it can be put together really quickly. Two speedy sponges are sandwiched together not with a buttercream but simply with broken-up meringues and whipped cream. While the decoration may look ornate, it’s actually a bit of a cheat: piped meringue looks amazing, but is pretty low-effort – give it a try.</p><p>Discover this recipe and many more from your favourite cooks on <a href=""https://app.adjust.com/1bgiux9n?creative=Endnotes&amp;fallback=https%3A%2F%2Fwww.theguardian.com%2Fhelp%2Finsideguardian%2F2024%2Fapr%2F17%2Fintroducing-the-feast-app&amp;redirect_macos=https%3A%2F%2Fwww.theguardian.com%2Fhelp%2Finsideguardian%2F2024%2Fapr%2F17%2Fintroducing-the-feast-app"">the new Guardian Feast app</a>, with smart features to make everyday cooking easier and more fun</p> <a href=""https://www.theguardian.com/food/article/2024/may/10/strawberry-meringue-cake-recipe-ravneet-gill-gluten-free"">Continue reading...</a>",https://www.theguardian.com/food/article/2024/may/10/strawberry-meringue-cake-recipe-ravneet-gill-gluten-free,2024-05-10 14:00:19
Why not try a wine you’ve never heard of? | Fiona Beckett on drink,"<p>Who is buying the more obscure wines, and where can you get them?</p><p>These days, it seems, the more obscure and unpronounceable a wine is, the better. True, this is a trend that’s been going on for a while, with both Marks &amp; Spencer and Waitrose in competition with their spookily similar <a href=""https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/found-range"">Found</a> and <a href=""https://www.waitrose.com/ecom/shop/browse/groceries/beer_wine_and_spirits/wine/waitrose_and_partners_wine/loved_and_found"">Loved &amp; Found</a> ranges, and they’ve now been joined by Sainsbury’s Discovery and Aldi’s Unearthed.</p><p>So who is buying these bottles, and why are the supermarkets doing them? Because the other concurrent trend seems to be to give the customer more of the same, whatever it is – sauvignon blanc, malbec or prosecco. “Indigenous varieties can be an exciting way of innovating in wine, but have always been harder to sell,” Waitrose’s head wine buyer Pierpaolo Petrassi tells me, and explains that the Loved &amp; Found range is a way to let more adventurous customers – the kind who would also buy more experimental food ranges – try new and unusual wines.</p><p>For more by Fiona Beckett, go to <a href=""https://fionabeckett.substack.com/"">fionabeckett.substack.com</a></p> <a href=""https://www.theguardian.com/food/article/2024/may/10/why-not-try-a-wine-youve-never-heard-of-fiona-beckett"">Continue reading...</a>",https://www.theguardian.com/food/article/2024/may/10/why-not-try-a-wine-youve-never-heard-of-fiona-beckett,2024-05-10 13:00:06
I’m ignored when I try to chat to people. How can I improve my conversation skills? | Ask Annalisa Barbieri,"<p>Fruitful exchanges require input from two people. Listen carefully to what others are saying and use feelings, rather than facts, to connect</p><p><strong>How do you do conversation? I don’t understand how it works. I can only ever communicate factual information such as “A coffee and a croissant, please.”</strong></p><p><strong>Other people seem to rattle on about anything and everything, constantly jumping from one </strong><strong>topic to another, but I can never follow. If I ever feel that I have something to contribute and try to join in they simply ignore me or change the subject. If I try to initiate a conversation, for example by </strong><strong>complimenting </strong><strong>someone on their obviously expensive camera, </strong><strong>they will initially respond but after about 60 seconds turn away as soon as they realise that I am “trying to make conversation</strong><strong>”.</strong></p> <a href=""https://www.theguardian.com/lifeandstyle/article/2024/may/10/im-ignored-when-i-try-to-chat-to-people-how-can-i-improve-my-conversation-skills"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/article/2024/may/10/im-ignored-when-i-try-to-chat-to-people-how-can-i-improve-my-conversation-skills,2024-05-10 13:30:00
Readers’ favourite trips in Germany: ‘We wandered every cobbled street and climbed every gothic tower’,"<p>From the Baltic to Bavaria, via Berlin, our tipsters enjoy epic scenery and architecture, culture and steins of fabulous German beer</p><p>Lübeck – Queen of the Hanseatic League – has a fading charm and vulnerability absent from the likes of Berlin, Munich and Hamburg … and most of Germany. I loved my trip there, wandering the cobbled streets, climbing every brick gothic church tower – generally alone! <a href=""https://www.theguardian.com/travel/2020/jul/15/10-best-novels-set-in-germany-that-will-take-you-there"">Thomas Mann</a> wrote the unbearably sad novel <a href=""https://guardianbookshop.com/buddenbrooks-9780749386474"">Buddenbrooks</a> there, then fled to the US from nazism in 1939. <a href=""https://guardianbookshop.com/the-tin-drum-9780099540656"">The Tin Drum</a> author Günter Grass lived and worked in Lübeck in later life. Visit their former houses, now museums, the <a href=""https://grass-house.com/home"">Grass-Haus</a> and the <a href=""https://buddenbrookhaus.de/museum/museum-english"">Buddenbrook Haus</a>. A singular German city, full of history and significance.<br><strong>Martin Charlesworth</strong></p> <a href=""https://www.theguardian.com/travel/article/2024/may/10/readers-tips-favourite-trips-in-germany-europe"">Continue reading...</a>",https://www.theguardian.com/travel/article/2024/may/10/readers-tips-favourite-trips-in-germany-europe,2024-05-10 06:00:32
Beloved Cardiff pub demolished in 2012 reopens after brick-by-brick rebuild on new site,"<p>Historic alehouse frequented by a Manic Street Preacher and All Black rugby players reconstructed on edge of Welsh capital</p><p></p><p>For more than a century and a half, the Vulcan Hotel served dockers, railway workers, artists, sports stars, gamblers and dreamers and the demolition in 2012 of this beloved, spit-and-sawdust Cardiff pub felt like a bereavement.</p><p>Twelve years on, the pints are about to flow and the pickled eggs served again after a painstaking project to move the old alehouse brick by brick to a new site and reopen it as a working pub.</p> <a href=""https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site"">Continue reading...</a>",https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site,2024-05-10 06:00:32
"Quick crossword No 16,853","<a href=""https://www.theguardian.com/crosswords/quick/16853"">Continue reading...</a>",https://www.theguardian.com/crosswords/quick/16853,2024-05-10 23:00:10
"Sudoku 6,477 expert","<p><a href=""https://uploads.guim.co.uk/2024/05/02/SU-6477_P_X_copy.jpg"">Click here to access the print version.</a></p><p>Fill the grid so that every row, every column and every 3x3 box contains the numbers 1 to 9.</p> <a href=""https://www.theguardian.com/lifeandstyle/article/2024/may/11/sudoku-6477-expert"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/article/2024/may/11/sudoku-6477-expert,2024-05-10 23:01:10
"Prize crossword No 29,380","<a href=""https://www.theguardian.com/crosswords/prize/29380"">Continue reading...</a>",https://www.theguardian.com/crosswords/prize/29380,2024-05-10 23:00:09
Killer sudoku 917,"<p><a href=""https://uploads.guim.co.uk/2024/05/02/KS-917_P_copy.jpg"">Click here to access the print version.</a><br></p><p>Normal sudoku rules apply, except the numbers in the cells contained within dotted lines add up to the figures in the corner. No number can be repeated within each shape formed by dotted lines.</p> <a href=""https://www.theguardian.com/lifeandstyle/article/2024/may/11/killer-sudoku-917"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/article/2024/may/11/killer-sudoku-917,2024-05-10 23:01:10
The 2024 Comedy Pet Photo awards – in pictures,"<p>From a dog with kung-fu moves to a headless horse, the <a href=""http://www.comedypetphoto.com/"">Comedy Pet Photo awards</a> choose the finalists. Winners announced on 6 June</p> <a href=""https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures"">Continue reading...</a>",https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures,2024-05-10 09:04:07
