Title,Description,Link,Published Date,Summary
Erik ten Hag hits back at ‘no knowledge’ critics and believes fans back him,"Manager insists team spirit among his squad remains strongDutchman has no regrets in taking job after difficult seasonErik ten Hag insists he has supporters’ backing and does not regret taking the Manchester United job despite the team’s underwhelming season.Eighth-placed United host Arsenal on Sunday having won once in their past seven league matches, including Monday’s 4-0 defeat at Crystal Palace, putting them at risk of missing out on European qualification. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/erik-ten-hag-claims-to-have-manchester-united-fans-backing-amid-struggles,2024-05-11 21:30:36,Manchester United manager Jose Mourinho says he has no regrets in taking the job despite the team’s poor form and their failure to qualify for the Champions League.
Nicolas Jackson wins thriller for Chelsea to rain on Nottingham Forest’s parade,"A points deduction, the owner leaving the stands to remonstrate with the referee, that post on X and even a cameo from Gladiators’ very own Mark Clattenburg. Nottingham Forest is the most entertaining show in town and they are – almost certainly – coming back for another compelling season hosted by the Premier League.The latest episode was a five‑goal thriller. Needing only a point to confirm their top-flight status, Forest were set to earn all three until Raheem Sterling and Nicolas Jackson changed the direction of the match in Chelsea’s favour to earn a third straight win, to slightly dampen spirits on the banks of the Trent. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/nottingham-forest-chelsea-premier-league-match-report,2024-05-11 18:45:35,"It’s not every day you get to see a Premier League referee in action, but that’s exactly what happened at the City Ground on Saturday."
Exeter make light work of Harlequins to set up final-day shot at semi-finals,"Exeter 58-26 HarlequinsFeyi-Waboso scores twice to give Chiefs chance of top-four finishThe playoff equation will not be entirely sorted until next weekend but Exeter are launching a furious late surge to reach the top four. The Chiefs needed to win here with a bonus point and send Quins home with as little as possible and a storming second-half display in the Devon sunshine duly saw them prolong their semi-final hopes into the final round.Breathless entertainment is becoming the Premiership’s stock in trade and here was another vibrant example. Exeter’s back row were again conspicuously forceful, with Ethan Roots and Greg Fisilau both excellent, and the Chiefs – who won the second-half 37-5 – also had the thrillingly dynamic Immanuel Feyi-Waboso who added two more tries and several big linebreaks to his increasingly striking portfolio. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/exeter-harlequins-premiership-rugby-union-match-report,2024-05-11 18:48:47,Exeter Chiefs kept alive their hopes of a top-four finish and ended Harlequins’ top-four hopes with a five-try bonus-point win at Sandy Park
Maro Itoje double leads Saracens to commanding win over battling Bristol,"Bristol 20-41 SaracensBonus-point victory comes despite a period down to 13 menFor all the unpredictability that swirls around the Premiership run-in, there is something inevitable about Saracens. Here was an imperious bonus-point victory against a Bristol side who came into the match as the Premiership’s form team and an ominous warning to the rest of the title contenders.Saracens handled pretty much everything that the Bears threw at them – even with 13 men for eight minutes – and picked them off with an authority that demonstrates they are still the team to beat this season, scoring four tries in the process including two for Maro Itoje. It was the kind of performance they have delivered so often in knockout stages of major competitions and one that will make their rivals take note. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/bristol-saracens-premiership-rugby-union-match-report,2024-05-11 16:35:44,Saracens showed why they are still the team to beat in the Premiership with an imperious bonus-point victory against a Bristol side who came into the match as the Premiership’s form team
Rafael Nadal unsure over French Open after heavy defeat to Hurkacz in Rome,"Nadal beaten 6-1, 6-3 in bruising encounter with world No 9Cameron Norrie defeats Jaume Munar 6-3, 1-6, 6-3 in round twoRafael Nadal said he was undecided about playing at the French Open, but was more likely to do so than not, after he suffered a massive blow to his confidence with a comprehensive 6-1, 6-3 defeat to Hubert Hurkacz in the second round of the Italian Open in Rome.“The decision, as you can imagine, is not clear in my mind today,” said Nadal. “But if I have to say what’s my feeling and if my mind is closer one way or the other way, I’m going to say: ‘Be in Roland Garros and try my best’. Physically I have some issues, but not probably enough to say [I’m] not playing in the most important event of my tennis career. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/rome-tennis-rafael-nadal-hurkacz-swiatek-osaka,2024-05-11 20:44:43,Rafael Nadal says he is undecided about playing at the French Open after suffering a heavy defeat to Hubert Hurkacz in the second round of the Italian Open in Rome
Giro d’Italia 2024: Pogacar continues total domination to win stage eight,"Race leader marks all attacks before surging clear on final climbDaniel Martínez remains second, with Geraint Thomas in thirdTadej Pogacar won stage eight of the Giro d’Italia with a superb performance on the 152km ride from Spoleto to Prati di Tivo, extending his lead with his 10th victory of the season to retain the maglia rosa. The Slovenian UAE Team Emirates rider dominated once again on a tough mountain route which had a total altitude gain of 3,850 metres, coming out on top on the 15km climb to Prati di Tivo.Valentin Paret-Peintre (Decathlon–AG2R La Mondiale) had raced ahead of the peloton in a brave effort to break away until he was caught four kilometres from the finish, before UAE Team Emirates looked to dictate the pace on the final stages of the climb. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/giro-ditalia-tadej-pogacar-continues-total-domination-to-win-stage-eight-cycling,2024-05-11 15:12:50,"Stage eight of the Giro d’Italia was won by Slovenia’s Talej Pogacar, with Geraint Thomas third and Daniel Martnez fourth."
Outsider Ambiente Friendly defies odds to stun favourite Illinois in Derby Trial,"Colt is now in to 12-1 from 100-1 to triumph in Epsom ClassicYou Got To Me beats Rubies are Red in Oaks Trial at LingfieldOne of the aspects of the two-week run of Classic trials after the Guineas meeting at Newmarket that makes it so much fun is that you can never be entirely sure when a realistic – and previously unconsidered – contender for the Derby or Oaks will suddenly throw their hat into the ring. Ambiente Friendly was a 100-1 shot for the Derby before the Lingfield Derby Trial but he is now no bigger than 12-1 after a powerful run down the middle of the track saw him stride nearly five lengths clear of Illinois, the Aidan O’Brien-trained 6-4 favourite, at the line.O’Brien for one will probably have better Derby candidates in his yard than his runner here but there was no hint of fluke about Ambiente Friendly’s success. Instead, there was the sense of a young, improving colt who was a headstrong, hard-pulling type at two suddenly putting it all together, with the possibility of ­better still to come. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/ambiente-friendly-stuns-favourite-derby-trial-lingfield,2024-05-11 17:15:40,"Ambiente Friendly, a 100-1 shot for the Derby before the Lingfield Derby Trial, goes on to win the Oaks and boost his odds to 12-1"
Amy Jones helps England recover from wobble to beat Pakistan in opening T20,"1st T20I: England (163-6) beat Pakistan (110) by 53 runsEngland slip to 11-4 before Knight and Jones fight backEngland’s start to the international summer began with a wobble but ended with a win, as they recovered from 11 for four to defeat Pakistan by 53 runs in the opening T20 at Edgbaston. Amy Jones led the way in a memorable 100th T20 outing for England, sweeping her way to 37 from 27 balls and demonstrating why she remains the best wicketkeeper in the world, taking four catches including a fantastic reaction grab diving to her left to snatch the edge of Gull Feroza.Along the way, she racked up her 75th dismissal in T20 internationals, overtaking the previous England record – 74, held by Sarah Taylor. “She’s someone I looked up to massively and someone who’s inspired a lot of the keepers in England,” Jones said of Taylor. “There was a long period there when I wondered if I was ever going to get the gloves so it’s pretty cool [to break her record].” Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/england-recover-from-early-wobble-to-thrash-pakistan-in-opening-t20-edgbaston,2024-05-11 18:04:47,Captain Heather Knight and wicketkeeper Amy Jones both hit half-centuries as England beat Pakistan by 53 runs in the first of three Twenty20 internationals
Life after Jimmy: England forced to confront future with Ashes in mind,"Possible new leaders of the attack have been tried in recent years without clear candidates emerging. Big decisions loom“I don’t want to think about the day when we don’t have them any more, walking out, representing England, they’re going to be big shoes to fill,” Ben Stokes said of Jimmy Anderson and Stuart Broad, midway through last summer’s Ashes.Ten months later, with Broad already retired and Anderson now on his way, Stokes is very much thinking about that day. It is likely to come, at the latest, during October’s tour of Pakistan. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/life-after-jimmy-england-forced-to-confront-future-with-ashes-in-mind,2024-05-11 07:00:22,"England are set to name a new captain after Alastair Cook’s decision to retire at the end of this summer’s tour of Pakistan, but who will lead the side?"
‘Massive final vibes’: United and Spurs fans eye Women’s FA Cup history,"We speak to supporters of the two WSL sides chasing a first major trophy in an unexpected Wembley showdownA new name will be written on the Women’s FA Cup final trophy on Sunday, when Manchester United take on Tottenham at a sold-out Wembley, and the impact of both clubs reaching a final, let alone earning a first major piece of silverware, could be seismic.For Natalie Burrell, a lifelong United fan who has followed the women’s team home and away since their relaunch in 2018, there is a desire for a second consecutive FA Cup final, and hopefully a win, to force a shift in commitment to the women’s team under the new ownership structure. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/womens-fa-cup-manchester-united-tottenham-fans-preview,2024-05-11 16:00:33,"Manchester United and Tottenham will meet in Sunday’s Women’s FA Cup final at Wembley, with both sides hoping to win their first major trophy"
County cricket: Mahmood and Hameed shine at Trent Bridge – as it happened,Saqid Mahmood impressed with the ball at Trent Bridge but Haseeb Hameed’s century kept things in the balancePlenty of eyes on Saqib Mahmood who is having his first bowl in the county champo this summer. He’s had a terrible time with back injuries but is still thought of as a real prospect to fill the impending Anderson shaped hole for England. He’s got three slips and a gully in place…Lancashire are all out for 331 at Trent Bridge and Surrey have polished off Warks at the Oval for 343. Continue reading...,https://www.theguardian.com/sport/live/2024/may/11/county-cricket-surrey-v-warwickshire-nottinghamshire-v-lancashire-live,2024-05-11 18:29:34,Haseeb Hameed’s century and Saqib Mahmood’s first five-wicket haul of the season have put Lancashire in a strong position at Trent Bridge
Luton on brink of relegation after West Ham see David Moyes off in style,"At the end, a dejected Rob Edwards stood in front of the travelling fans and watched them sing their hearts out. Luton knew their relegation was all but confirmed after this defeat by West Ham, but nobody could dent their pride.There is no shame in their inability to bridge the massive financial gap since last season’s promotion. They have given their all and it is impossible to find fault in Edwards’s management. The only real takeaway is that it would have been a remarkable achievement if Luton, whose inferior goal difference means their chances of catching Nottingham Forest are almost nonexistent, had managed to stay up given their shortage of elite quality. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/west-ham-luton-premier-league-match-report,2024-05-11 16:05:21,"Luton Town were relegated to League Two after this defeat by West Ham, but there was no shame in their failure to bridge the financial gap and their manager should be praised"
Kentucky Derby winner Mystik Dan is heading to the Preakness after all,"Kentucky Derby winner to run in Preakness after initial concernMystik Dan will try to become 14th winner of Triple CrownMystik Dan, the horse who won the Kentucky Derby by a nose in the race’s closest finish in more than a half-century, is heading to the Preakness next weekend after all, keeping alive the chance of another Triple Crown winner.Trainer Kenny McPeek announced the decision Saturday after speaking with owners and weighing the pros and cons of racing his horse again on a short, two-week turnaround. He initially expressed concern about that timeframe after Mystik Dan ran poorly under the same circumstances in November. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/mystik-dan-preakness-stakes-kentucky-derby-winner,2024-05-11 17:21:53,Kentucky Derby winner Mystik Dan will try to become 14th winner of Triple Crown after decision to run in Preakness kept alive the chance of another Triple Crown winner
Immanuel Feyi-Waboso: ‘The Lions is every rugby player’s dream – it would be unbelievable’,"Flying wing is juggling Exeter’s playoff push with medical exams after a remarkably swift rise to Steve Borthwick’s England sideThe future for Immanuel Feyi-Waboso, the meteoric new star of English rugby, could be as glittering next month as it is filled with gravitas in the years ahead. England’s summer tour of Japan and New Zealand will surely include the 21-year-old Exeter Chiefs wing, who won his first four caps during the Six Nations. His opening three appearances came from the bench, and featured a try against Scotland, but his starting debut, as England ruined Ireland’s grand slam ambitions, provided the most substantial evidence of his composure and talent.He offers engaging company but is also different to most modern rugby players. After admitting it would be “the stuff of dreams” to play against the All Blacks, and perhaps score a try in Dunedin or Auckland, the medical student moves on to a weighty subject. He is certainly the first sportsman I’ve interviewed who might specialise in plastic surgery to help burns victims or patients born with a cleft palate. Continue reading...",https://www.theguardian.com/sport/article/2024/may/11/rugby-union-immanuel-feyi-waboso-exeter-england-six-nations,2024-05-11 07:00:21,"Immanuel Feyi-Waboso is set to tour Japan and New Zealand with England this summer, but the 21-year-old is also a plastic surgeon who might help burn victims and patients born with cleft palate"
Biscuit Town to mega-towers: Millwall win modern land battle in Bermondsey | Barney Ronay,"The club has been awarded a 999-year lease on the Den and its surrounds, bringing down the curtain on a fraught few yearsBermondsey has always been a fluid, ever-changing kind of place, shoved up into a bend of the Thames, surrounded on all sides but also oddly isolated.For hundreds of years that whole strip of land south of the city was an interlude of leisure and licentiousness. In his biography of London Peter Ackroyd mentions “bear pits, stew-houses and pleasure gardens”, plus a flourishing grassroots industry of cutpurses and dandy highwaymen, a place where “flashy women come out to take leave of thieves at dusk and wish them luck”. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/millwall-den-bermondsey-redevelopment-south-london,2024-05-11 07:00:23,"Bermondsey has always been a fluid, ever-changing kind of place, shoved up into a bend of the Thames, surrounded on all sides but also oddly isolated"
Manchester United’s Aoife Mannion: ‘Losing the final last year makes us so hungry’,"Defender is relishing FA Cup clash with Tottenham after injury misfortune that created more space to coach her village team‘It’s in our minds that last year we were so close and yet so far,” says Aoife Mannion, as Manchester United prepare for a second consecutive FA Cup final.Last year, United lost 1-0 against Chelsea, Sam Kerr’s 68th-minute strike postponing dreams of a first major trophy. This season, United are struggling in the Women’s Super League, losing 1-0 to Liverpool in their most recent fixture to sit fifth with a game to play, but a first win over Chelsea took them to the final at Wembley. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/manchester-united-aoife-mannion-fa-cup-final-tottenham,2024-05-11 07:00:22,"Manchester United and Tottenham meet in Saturday’s Women’s FA Cup final at Wembley, with BBC Sport taking a look at the key stories ahead of the tie."
Everton end home campaign on high as Doucouré header sinks Sheffield United,"A lap of appreciation has rarely seemed more appropriate at Goodison Park. Everton ended their home campaign with another solid win and a lap of the pitch to say thanks to supporters for remaining united throughout a season of unprecedented challenges. Sean Dyche, players and fans alike all deserved their communal moment in the sun.Everton signed off at Goodison with a fifth consecutive home win and clean sheet, equalling the club’s Premier League record, courtesy of Abdoulaye Doucouré’s header against relegated Sheffield United. Only Manchester City and Arsenal have collected more points since the beginning of April than Everton, who would be 11th in the table but for the two separate points deductions that could have derailed lesser teams and managers. “It was nice to have that moment,” said Dyche of the end-of-season tradition. “The players have put a real shift in this season, as have myself and the staff, and the fans have paid us back.” Continue reading...",https://www.theguardian.com/football/article/2024/may/11/everton-sheffield-united-premier-league-match-report,2024-05-11 16:17:15,Everton ended their home campaign with another solid win and a lap of the pitch to say thanks to supporters for remaining united throughout a season of unprecedented challenges
Yoane Wissa earns late Brentford win amid masked mayhem at Bournemouth,"Yoane Wissa’s dramatic stoppage-time goal handed Brentford victory over Bournemouth after an action-packed 2-1 victory at the Vitality Stadium.Dominic Solanke’s 19th league goal looked to have earned Bournemouth a deserved point moments after Bryan Mbeumo put the visitors in front with his 50th Brentford goal. But Wissa – who set up Mbeumo’s opener – had the last word in the fifth minute of injury time to add to Bournemouth’s frustration after Andoni Iraola’s side had two first-half goals controversially chalked off. “We have been very affected by refereeing decisions. I know that this was his first game and whatever, but it is true that we were very affected today,” said Iraola. “For the second one, the referee has made a mistake because he called a foul and two seconds later we scored. He should have waited to whistle until we scored otherwise the VAR cannot overturn it.” Continue reading...",https://www.theguardian.com/football/article/2024/may/11/bournemouth-brentford-premier-league-match-report,2024-05-11 16:47:25,Yoane Wissa’s dramatic stoppage-time goal handed Brentford victory over Bournemouth after an action-packed 2-1 victory at the Vitality Stadium....
European football: Real Madrid thrash Granada as Dortmund slump at Mainz,"Granada 0-4 Real Madrid, Mainz 3-0 Borussia DortmundNapoli 0-2 Bologna, Milan 5-1 CagliariReal Madrid earned an emphatic 4-0 win over relegated Granada, extending their unbeaten league run to 28 games – while their upcoming Champions League final opponents, Borussia Dortmund, slipped to a 3-0 defeat at Mainz.Carlo Ancelotti made a number of changes from the Champions League semi-final win over Bayern Munich, but the La Liga winners continued their relentless form. Fran García broke the deadlock after a passing move in the 38th minute, then set up Arda Guler to double Real’s advantage just before half-time. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/european-football-dortmund-real-madrid-bologna-napoli-milan,2024-05-11 22:02:21,"Champions Real Madrid extended their unbeaten run to 28 games with victory over relegated Granada, while Borussia Dortmund slipped to defeat at Mainz and Napoli were held to a draw at Bologna"
Gateshead win FA Trophy to double Solihull Moors’ Wembley penalty woe,"FA Trophy final: Gateshead 2-2 Solihull (aet; 5-4 on pens)Solihull lost playoff final on penalties to Bromley last weekExisting as Gateshead Football Club is rarely easy. Whatever the opposite of a charmed life might be, that is undoubtedly the one they lead.Yet, even by their own standards – with a distant history that has included a Football League ousting on geographical grounds, and a more recent one of losing on this very occasion only 12 months ago – the past few weeks have churned stomachs. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/solihull-gateshead-fa-trophy-final-match-report,2024-05-11 18:43:22,"Gateshead won the FA Trophy for the first time in their history, beating Solihull in a penalty shoot-out after the game finished 2-2 after extra time"
Newcastle’s European hopes dented by Brighton despite Longstaff leveller,"As a reassuringly strong sun shone on Tyneside and the air turned sufficiently balmy to consign winter coats to the back of the wardrobe at last, memories of Newcastle’s trip to Milan last September resurfaced.Home fans had probably not felt as warm watching a match since that Champions League draw at San Siro but Brighton’s often impressively fancy footwork left their hopes of enjoying more European adventures next season very much in the balance. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/newcastle-brighton-premier-league-match-report,2024-05-11 16:14:32,Newcastle United’s hopes of qualifying for the Europa League were ended as they were beaten by Brighton and Hove Albion in the Championship play-off final at Wembley
Crystal Palace extend unbeaten run as Michael Olise leads win over Wolves,"Oliver Glasner hailed the “brilliant” Michael Olise after Crystal Palace made it five wins from six matches – and said he could use the same word to describe his teammates.Olise, the two-goal star of the show in Monday’s 4-0 thrashing of Manchester United at Selhurst Park, opened the scoring in the 26th minute at Wolves with a delightful curling strike. The 22-year-old was then key in the buildup to Palace’s second two minutes later, scored by Jean‑Philippe Mateta. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/wolves-crystal-palace-premier-league-match-report,2024-05-11 16:39:14,Michael Olise scored twice as Crystal Palace made it five wins from six matches and moved up to fourth in the Premier League with victory at Wolves.
Manchester City march a step closer to title as Gvardiol double downs Fulham,"Pep Guardiola had feared seeing Manchester City’s title defence kicked into the long grass but instead they cut yet another opponent down to size.Such was the smothering inevitability that it is difficult to see anything beyond a fresh coronation next Sunday, or perhaps even sooner if their mercurial local rivals are prepared to perform a neighbourly favour. Two wins in the next week will guarantee a familiar scene of celebration regardless of Sunday’s events at Old Trafford. Continue reading...",https://www.theguardian.com/football/article/2024/may/11/fulham-manchester-city-premier-league-match-report,2024-05-11 13:37:30,Manchester City maintained their 100% start to the Premier League season with victory over West Ham at Etihad Stadium but will face a tougher test next weekend when they travel to Old Trafford
‘A lot of emotions’: Kylian Mbappé confirms he will leave PSG in summer,"Mbappé’s final home game will be against Toulouse on Sunday‘I haven’t always lived up to your love,’ France star tells fansKylian Mbappé has confirmed he will leave Paris Saint-Germain at the end of the season. The forward released a video on social media in which he confirmed the news many fans had been expecting, with his contract set to expire this summer.Addressing the club’s supporters, Mbappé said: “I wanted to announce to you all that it’s my last year at Paris Saint-Germain. I will not extend [my contract] and the adventure will come to an end in a few weeks.” PSG host Toulouse on Sunday and the 25-year-old said the Ligue 1 game will be “my last at the Parc des Princes” after seven years in the French capital. Continue reading...",https://www.theguardian.com/football/article/2024/may/10/kylian-mbappe-announces-leaving-psg,2024-05-11 12:34:05,"Kylian Mbappé has confirmed he will leave Paris Saint-Germain at the end of the season, with his contract set to expire this summer"
Switzerland wins Eurovision song contest after controversial grand final,"Nemo has won the 68th song contest with The Code, after a fraught competition overshadowed by protests over Israel’s inclusion and a shock exitEurovision 2024: Switzerland’s Nemo wins 68th song contest with The Code – as it happenedSwitzerland has won the 68th Eurovision song contest, bringing to an end a fraught and at times tumultuous competition overshadowed by a row over Israel’s inclusion and the disqualification of the Dutch contestant just hours before the start of the grand final.Swiss singer Nemo, who defines as non-binary, had entered the night as the bookmakers’ third favourite, but saw off frontrunners Croatia and Israel with an enthusiastic performance of their song The Code. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/12/switzerland-wins-eurovision-song-contest-after-controversial-grand-final,2024-05-11 23:11:52,"Switzerland’s Nemo has won the Eurovision song contest with The Code, after a fraught competition overshadowed by protests over Israel’s inclusion and a shock exit"
"Laura Kuenssberg’s year in TV: ‘Who would play me on TV? Cameron Diaz, if she could do a soft Scottish accent’","The political reporter on wanting more Big Bang Theory, winding down with Romesh Ranganathan’s Avoidance, and why Navalny would make a great dramaIn 2022, Laura Kuenssberg, 47, stepped down as the BBC’s political editor, a position she held for seven years. Later that year, she replaced Andrew Marr as the face of Sunday morning politics on her own weekly live show, Sunday With Laura Kuenssberg. She also presented State of Chaos, a three-part documentary about British politics since the Brexit vote.I would have thought you’d be too busy to watch TV.There’s always time to watch TV. Even if you’re busy, you need to wind down doing something, don’t you? I’m obsessed with TV. I love being in an edit. I love using sound and pictures. It’s really exciting. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/political-reporter-laura-kuenssberg-year-in-tv,2024-05-11 13:00:27,"Laura Kuenssberg, who stepped down as the BBC’s political editor in 2022, explains why she’s obsessed with TV and why she’d like more Big Bang Theory"
Will Oldham on Steve Albini: ‘He elevated the quality of the human experience’,"The artist known as Bonnie ‘Prince’ Billy met the late musician as a 15-year-old fan, and became a creative partner and friend. He explains why Albini’s idealism is more needed than everI met Steve Albini in 1985, when I was 15 years old. Me and some friends had driven up to northern Kentucky to see Big Black perform at a club, which we had to create fake IDs for. Afterwards, Big Black, myself and a couple of other folks from Louisville all retired to the same apartment to sleep on couches and floors, which was the thrill of a lifetime – to be in their company after they’d blown us away. We were more properly introduced in the morning and Steve recognised my name as somebody who had sent him a cheque for a record and T-shirt: “Will Oldham, I owe you a T-shirt!” A T-shirt I still have today, which my wife wears sometimes.Big Black did these song concept sheets instead of lyric sheets – a blob of text that was not the lyrics, but prose that augmented the experience of listening to the songs. Which I still find to be wonderful and unique. And it’s a good example of the way Steve would approach things, in kind of a beneficently deconstructive fashion. He had the inclination to question – and to question with the idea that if you’re going to ask a question, you need to be prepared with something resembling a workable answer. Steve had the idea that there’s no end to the amount of work you can put into your music, and that it can be fun! That the work doesn’t have to be just gruelling and harsh. The making and playing of music, the recording and distributing of music, and the design of the covers – those are the infrastructure on which we can base our friendships. Continue reading...",https://www.theguardian.com/music/article/2024/may/11/will-oldham-bonnie-prince-billy-on-steve-albini,2024-05-11 11:30:25,"Steve Albini, the founder of the progressive rock band Big Black and the Blackhearts, died last month at the age of 71...."
Chaka Khan: ‘Someone said there were too many black people in our band. He put some white guys on stage with us’,"The singer on being impatient, mourning the death of the planet, and why sleep is her favourite thingBorn in Illinois, Chaka Khan, 71, joined the funk band Rufus in her teens and had hits with Tell Me Something Good and Ain’t Nobody. In 1978, she launched her solo career with the anthem I’m Every Woman. She has released 13 albums, won 10 Grammy awards and was recently inducted into the Rock & Roll Hall of Fame. In 1999, she established the Chaka Khan Foundation to help women and children at risk. This summer she curates Meltdown at the Southbank Centre, and performs at Nocturne Live at Blenheim Palace and at the Love Supreme jazz festival. She lives in Georgia in the US.What is your greatest fear?I am not afraid. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/chaka-khan-interview,2024-05-11 08:30:21,"Chaka Khan talks about being impatient, mourning the death of the planet and why sleep is her favourite thing in an exclusive interview with the BBC’s Victoria Derbyshire programme"
Doctor Who: even the haters will find it impossible to resist Ncuti Gatwa,"The Fifteenth Doctor is magnetic and charming as he flashes great knowing smiles and explains sci-fi nonsense elegantly. Consider me a convert! Doctor Who is back and there’s a new Doctor and a new assistant and Russell T Davies is back doing it and there’s a new Tardis and there’s a new Sonic Screwdriver, too. This information is either the most important thing you’ve received in five years or it means absolutely nothing to you. You are either a Doctor Who person or you are not, and that is OK. Here’s a word I gleaned from the first episode and checked through the many, many embargoes to ensure I am allowed to say it in print: “Gallifrey”. Did that mean anything to you? If “yes”, you’re going to have a very exciting weekend.I want to be cynical about Doctor Who (11 May, 6.20pm, BBC One), I want to ruin my next week by receiving really long emails from the people who watch it (“Dear Sir, Ncuti Gatwa is in fact the Fifteenth Doctor, not – as stated in your laughable screed dated 11 May! – the Fourteenth. David Tennant’s three-episode reappearance was as a separate incarnation of the Doctor to the Tenth he played for 47 episodes between 2005 and 2010.”). I want to say mean things like: “Doctor Who is a series I would show to my dog if I was trying to make him smarter.” But, sadly, I sat down with a big bowl of cereal and my nice headphones on, watched the first two episodes of the new series and was dreadfully, inevitably, embarrassingly charmed by it. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/doctor-who-even-the-haters-will-find-it-impossible-to-resist-ncuti-gatwa,2024-05-11 06:00:21,"David Tennant returns as the Fifteenth Doctor in the new series of Doctor Who, with Russell T Davies taking on the role of assistant... and a new sonic screwdriver"
Eurovision viewing parties in England cancelled over Israel’s participation,"High-profile parties including London’s biggest viewing event called off amid ongoing offensive in GazaEurovision is one of the biggest nights of the year for many LGBTQ+ venues across the UK, offering an opportunity for a joyful party celebrating music and high camp.Celebrations will be mixed this year, however, after a number of high-profile events were cancelled in protest at Israel’s participation. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/eurovision-viewing-parties-in-england-cancelled-over-israels-participation,2024-05-11 08:00:22,"Eurovision is one of the biggest nights of the year for many LGBTQ+ venues across the UK, but protests over Israel’s participation have led to mixed results"
Glasgow’s burned-out marvel: will the restoration of Mackintosh’s School of Art ever happen?,"People wept in the street when the magnificent Mackintosh building was nearly destroyed by two fires. So why, 10 years on and despite overwhelming support for restoration, is there still no plan – or funding – for its repair?Where to start with the Mackintosh building of the Glasgow School of Art? With its fearless originality? With its ability to run many gamuts – dark, light, massive, intimate, crafted, industrial, refined, rough, its spaces long, narrow, high and wide, its conversion of Glaswegian manufacturing wealth into a hilltop castle of art of Scottish baronial might and Japanese-inspired delicacy? Its handling of the things that make architecture beautiful – materials, proportion, detail, ornament, structure, light, contrast – was consummate. It worked magic with stone, iron, oak, stained glass and bent tin, enamel and electric lights, with engineering borrowed from shipyards and with skinny tendrils of plant-like ornament that teetered on the edge of kitsch. It had the nerve to be completely different on every elevation, confident that it would cohere by force of the imagination.It was designed by Charles Rennie Mackintosh, who was 29 when he started work on it, and built in two phases from 1897 to 1899 and 1907 to 1909. There has never been another building like it, in Scotland or indeed the United Kingdom, for combining invention with impact, for leading rather than following international architecture. Unlike many of our historic monuments, it still performed the purpose for which it was designed: it combined exquisite craftsmanship with plain boarding on its studios’ walls that could take the battering that art students would inflict on it. It was, as Brad Pitt told the BBC, “an artistic building where art is made and art is learned”. In Peter Capaldi’s words it was “an exotic place of the imagination… a part of me, and of all Glaswegians.” Continue reading...",https://www.theguardian.com/artanddesign/article/2024/may/11/glasgow-mackintosh-school-of-art-fire-restoration-funding-repair,2024-05-11 15:00:30,"The Mackintosh building of the Glasgow School of Art was nearly destroyed by fire 10 years ago and despite overwhelming support for restoration, there still no plan or funding for its repair"
